GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0010017,red or far-red light signaling pathway,"cellular process,biological regulation,response to stimulus",38,0.0014309922801732254
GO:0048511,rhythmic process,none,38,0.0014309922801732254
GO:0010167,response to nitrate,response to stimulus,38,0.0014309922801732254
GO:0010492,maintenance of shoot apical meristem identity,developmental process,38,0.0014309922801732254
GO:0007059,chromosome segregation,cellular process,38,0.0014309922801732254
GO:0009625,response to insect,response to stimulus,37,0.0013933345885897195
GO:0036377,arbuscular mycorrhizal association,none,37,0.0013933345885897195
GO:0032482,Rab protein signal transduction,"biological regulation,cellular process",37,0.0013933345885897195
GO:0009058,biosynthetic process,metabolic process,37,0.0013933345885897195
GO:0010197,polar nucleus fusion,"cellular process,cellular component organization",37,0.0013933345885897195
GO:0016310,phosphorylation,"metabolic process,cellular process",37,0.0013933345885897195
GO:0051726,regulation of cell cycle,"biological regulation,cellular process",37,0.0013933345885897195
GO:1902584,positive regulation of response to water deprivation,"biological regulation,response to stimulus",37,0.0013933345885897195
GO:0006400,tRNA modification,"cellular process,metabolic process",37,0.0013933345885897195
GO:0042594,response to starvation,response to stimulus,37,0.0013933345885897195
GO:0010540,basipetal auxin transport,"biological regulation,localization",36,0.0013556768970062136
GO:0006826,iron ion transport,localization,36,0.0013556768970062136
GO:0000281,mitotic cytokinesis,cellular process,36,0.0013556768970062136
GO:0048825,cotyledon development,developmental process,36,0.0013556768970062136
GO:0006612,protein targeting to membrane,"cellular process,localization",36,0.0013556768970062136
GO:0051707,response to other organism,response to stimulus,36,0.0013556768970062136
GO:0043547,positive regulation of GTPase activity,biological regulation,36,0.0013556768970062136
GO:0006635,fatty acid beta-oxidation,"metabolic process,cellular process",36,0.0013556768970062136
GO:0006261,DNA-dependent DNA replication,"cellular process,metabolic process",36,0.0013556768970062136
GO:1901002,positive regulation of response to salt stress,"biological regulation,response to stimulus",36,0.0013556768970062136
GO:0010345,suberin biosynthetic process,"cellular process,metabolic process",36,0.0013556768970062136
GO:0006541,glutamine metabolic process,"cellular process,metabolic process",36,0.0013556768970062136
GO:0009787,regulation of abscisic acid-activated signaling pathway,"response to stimulus,cellular process,signaling,biological regulation",36,0.0013556768970062136
GO:1902074,response to salt,response to stimulus,36,0.0013556768970062136
GO:0001708,cell fate specification,"cellular process,developmental process",36,0.0013556768970062136
GO:0006298,mismatch repair,"cellular process,metabolic process,response to stimulus",36,0.0013556768970062136
GO:0006730,one-carbon metabolic process,"metabolic process,cellular process",36,0.0013556768970062136
GO:0048229,gametophyte development,developmental process,35,0.0013180192054227076
GO:0010015,root morphogenesis,developmental process,35,0.0013180192054227076
GO:0000902,cell morphogenesis,developmental process,35,0.0013180192054227076
GO:0048831,regulation of shoot system development,"biological regulation,developmental process",35,0.0013180192054227076
GO:0006402,mRNA catabolic process,"metabolic process,cellular process,biological regulation",35,0.0013180192054227076
GO:0010411,xyloglucan metabolic process,"cellular process,metabolic process",35,0.0013180192054227076
GO:0010143,cutin biosynthetic process,metabolic process,35,0.0013180192054227076
GO:0009933,meristem structural organization,developmental process,35,0.0013180192054227076
GO:0045910,negative regulation of DNA recombination,"metabolic process,cellular process,biological regulation",35,0.0013180192054227076
GO:0016458,gene silencing,"biological regulation,cellular process,metabolic process",35,0.0013180192054227076
GO:0048868,pollen tube development,developmental process,35,0.0013180192054227076
GO:0016125,sterol metabolic process,metabolic process,35,0.0013180192054227076
GO:0010020,chloroplast fission,"cellular process,cellular component organization",35,0.0013180192054227076
GO:0008361,regulation of cell size,"biological regulation,cellular process,cellular component organization",35,0.0013180192054227076
GO:0016117,carotenoid biosynthetic process,"metabolic process,cellular process",35,0.0013180192054227076
GO:2000024,regulation of leaf development,"biological regulation,developmental process",35,0.0013180192054227076
GO:0061077,chaperone-mediated protein folding,cellular process,34,0.0012803615138392017
GO:0006270,DNA replication initiation,"cellular process,metabolic process",34,0.0012803615138392017
GO:0006995,cellular response to nitrogen starvation,"cellular process,response to stimulus",34,0.0012803615138392017
GO:0048467,gynoecium development,developmental process,34,0.0012803615138392017
GO:0001558,regulation of cell growth,"biological regulation,cellular process,cellular component organization",34,0.0012803615138392017
GO:0015706,nitrate transport,localization,34,0.0012803615138392017
GO:0008356,asymmetric cell division,cellular process,34,0.0012803615138392017
GO:0048443,stamen development,developmental process,34,0.0012803615138392017
GO:0002758,innate immune response-activating signal transduction,"cellular process,biological regulation,response to stimulus",34,0.0012803615138392017
GO:0032968,positive regulation of transcription elongation from RNA polymerase II promoter,"metabolic process,cellular process,biological regulation",34,0.0012803615138392017
GO:0010075,regulation of meristem growth,"biological regulation,developmental process",34,0.0012803615138392017
GO:0048765,root hair cell differentiation,"cellular process,developmental process",33,0.0012427038222556958
GO:0007129,homologous chromosome pairing at meiosis,"cellular process,cellular component organization",33,0.0012427038222556958
GO:0008104,protein localization,localization,33,0.0012427038222556958
GO:0009768,"photosynthesis, light harvesting in photosystem I","metabolic process,cellular process",33,0.0012427038222556958
GO:0043067,regulation of programmed cell death,"biological regulation,cellular process",33,0.0012427038222556958
GO:0035987,endodermal cell differentiation,"developmental process,cellular process",33,0.0012427038222556958
GO:0055046,microgametogenesis,none,33,0.0012427038222556958
GO:0090332,stomatal closure,cellular process,33,0.0012427038222556958
GO:0006268,DNA unwinding involved in DNA replication,"cellular process,cellular component organization",33,0.0012427038222556958
GO:0009901,anther dehiscence,none,33,0.0012427038222556958
GO:0010588,cotyledon vascular tissue pattern formation,none,33,0.0012427038222556958
GO:0016114,terpenoid biosynthetic process,"cellular process,metabolic process",33,0.0012427038222556958
GO:0048579,"negative regulation of long-day photoperiodism, flowering","biological regulation,developmental process,response to stimulus",33,0.0012427038222556958
GO:0070588,calcium ion transmembrane transport,"cellular process,localization",32,0.0012050461306721898
GO:0034976,response to endoplasmic reticulum stress,"response to stimulus,cellular process",32,0.0012050461306721898
GO:0006954,inflammatory response,response to stimulus,32,0.0012050461306721898
GO:0008299,isoprenoid biosynthetic process,"cellular process,metabolic process",32,0.0012050461306721898
GO:0006401,RNA catabolic process,"metabolic process,cellular process",32,0.0012050461306721898
GO:0010067,procambium histogenesis,developmental process,32,0.0012050461306721898
GO:0046323,glucose import,"cellular process,localization",32,0.0012050461306721898
GO:0042659,regulation of cell fate specification,"biological regulation,cellular process,developmental process",32,0.0012050461306721898
GO:0045037,protein import into chloroplast stroma,"localization,cellular process",32,0.0012050461306721898
GO:0009903,chloroplast avoidance movement,"cellular process,localization,cellular component organization",32,0.0012050461306721898
GO:0048354,mucilage biosynthetic process involved in seed coat development,"cellular process,metabolic process",32,0.0012050461306721898
GO:0016311,dephosphorylation,"metabolic process,cellular process",32,0.0012050461306721898
GO:0060548,negative regulation of cell death,"biological regulation,cellular process",32,0.0012050461306721898
GO:0000272,polysaccharide catabolic process,metabolic process,32,0.0012050461306721898
GO:0006406,mRNA export from nucleus,"localization,cellular process",32,0.0012050461306721898
GO:0030307,positive regulation of cell growth,"cellular process,cellular component organization,biological regulation",32,0.0012050461306721898
GO:0050826,response to freezing,response to stimulus,32,0.0012050461306721898
GO:0006506,GPI anchor biosynthetic process,"metabolic process,cellular process",31,0.001167388439088684
GO:0000082,G1/S transition of mitotic cell cycle,cellular process,31,0.001167388439088684
GO:0032543,mitochondrial translation,"cellular process,metabolic process",31,0.001167388439088684
GO:0010207,photosystem II assembly,"cellular process,cellular component organization",31,0.001167388439088684
GO:0016236,macroautophagy,"cellular process,metabolic process",31,0.001167388439088684
GO:0007062,sister chromatid cohesion,"cellular process,cellular component organization",31,0.001167388439088684
GO:0080022,primary root development,developmental process,31,0.001167388439088684
GO:0006807,nitrogen compound metabolic process,metabolic process,31,0.001167388439088684
GO:0016573,histone acetylation,"metabolic process,cellular process,cellular component organization",31,0.001167388439088684
