GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0003680,minor groove of adenine-thymine-rich DNA binding,binding,16,0.0006025230653360949
GO:0005496,steroid binding,binding,16,0.0006025230653360949
GO:0015369,calcium:proton antiporter activity,transporter activity,16,0.0006025230653360949
GO:0043495,protein-membrane adaptor activity,molecular adaptor activity,16,0.0006025230653360949
GO:0005249,voltage-gated potassium channel activity,transporter activity,16,0.0006025230653360949
GO:0008198,ferrous iron binding,binding,16,0.0006025230653360949
GO:0051879,Hsp90 protein binding,binding,16,0.0006025230653360949
GO:0031683,G-protein beta/gamma-subunit complex binding,binding,15,0.000564865373752589
GO:0043047,single-stranded telomeric DNA binding,binding,15,0.000564865373752589
GO:0047893,flavonol 3-O-glucosyltransferase activity,catalytic activity,15,0.000564865373752589
GO:0004430,1-phosphatidylinositol 4-kinase activity,catalytic activity,15,0.000564865373752589
GO:0019789,SUMO transferase activity,catalytic activity,15,0.000564865373752589
GO:0016464,chloroplast protein-transporting ATPase activity,"transporter activity,catalytic activity",15,0.000564865373752589
GO:0045156,"electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity",catalytic activity,15,0.000564865373752589
GO:0070290,N-acylphosphatidylethanolamine-specific phospholipase D activity,catalytic activity,15,0.000564865373752589
GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,catalytic activity,15,0.000564865373752589
GO:0004630,phospholipase D activity,catalytic activity,15,0.000564865373752589
GO:0008970,phospholipase A1 activity,catalytic activity,15,0.000564865373752589
GO:0003906,DNA-(apurinic or apyrimidinic site) endonuclease activity,catalytic activity,15,0.000564865373752589
GO:0070182,DNA polymerase binding,binding,15,0.000564865373752589
GO:0005381,iron ion transmembrane transporter activity,transporter activity,15,0.000564865373752589
GO:0004575,sucrose alpha-glucosidase activity,catalytic activity,15,0.000564865373752589
GO:0102425,myricetin 3-O-glucosyltransferase activity,catalytic activity,15,0.000564865373752589
GO:0102360,daphnetin 3-O-glucosyltransferase activity,catalytic activity,15,0.000564865373752589
GO:0042054,histone methyltransferase activity,catalytic activity,15,0.000564865373752589
GO:0005247,voltage-gated chloride channel activity,transporter activity,15,0.000564865373752589
GO:0051753,mannan synthase activity,catalytic activity,15,0.000564865373752589
GO:0048487,beta-tubulin binding,binding,15,0.000564865373752589
GO:0032454,histone demethylase activity (H3-K9 specific),catalytic activity,15,0.000564865373752589
GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",catalytic activity,15,0.000564865373752589
GO:0005545,1-phosphatidylinositol binding,binding,15,0.000564865373752589
GO:0015145,monosaccharide transmembrane transporter activity,transporter activity,15,0.000564865373752589
GO:0008173,RNA methyltransferase activity,catalytic activity,14,0.0005272076821690831
GO:0031369,translation initiation factor binding,binding,14,0.0005272076821690831
GO:0032934,sterol binding,binding,14,0.0005272076821690831
GO:0051536,iron-sulfur cluster binding,binding,14,0.0005272076821690831
GO:0004683,calmodulin-dependent protein kinase activity,catalytic activity,14,0.0005272076821690831
GO:0016018,cyclosporin A binding,binding,14,0.0005272076821690831
GO:0016157,sucrose synthase activity,catalytic activity,14,0.0005272076821690831
GO:0000036,acyl carrier activity,"molecular carrier activity,binding",14,0.0005272076821690831
GO:0008276,protein methyltransferase activity,catalytic activity,14,0.0005272076821690831
GO:0005086,guanyl-nucleotide exchange factor activity,molecular function regulator,14,0.0005272076821690831
GO:0005385,zinc ion transmembrane transporter activity,transporter activity,14,0.0005272076821690831
GO:0000400,four-way junction DNA binding,binding,14,0.0005272076821690831
GO:0008239,dipeptidyl-peptidase activity,catalytic activity,14,0.0005272076821690831
GO:0004708,MAP kinase kinase activity,catalytic activity,14,0.0005272076821690831
GO:0047617,acyl-CoA hydrolase activity,catalytic activity,14,0.0005272076821690831
GO:0003846,2-acylglycerol O-acyltransferase activity,catalytic activity,14,0.0005272076821690831
GO:0042826,histone deacetylase binding,binding,14,0.0005272076821690831
GO:0004373,glycogen (starch) synthase activity,catalytic activity,14,0.0005272076821690831
GO:0070403,NAD+ binding,binding,14,0.0005272076821690831
GO:0047134,protein-disulfide reductase activity,catalytic activity,14,0.0005272076821690831
GO:0016151,nickel cation binding,binding,14,0.0005272076821690831
GO:0015301,anion:anion antiporter activity,transporter activity,14,0.0005272076821690831
GO:0003978,UDP-glucose 4-epimerase activity,catalytic activity,14,0.0005272076821690831
GO:0001102,RNA polymerase II activating transcription factor binding,binding,14,0.0005272076821690831
GO:0004568,chitinase activity,catalytic activity,14,0.0005272076821690831
GO:0004040,amidase activity,catalytic activity,14,0.0005272076821690831
GO:0004144,diacylglycerol O-acyltransferase activity,catalytic activity,14,0.0005272076821690831
GO:0035198,miRNA binding,binding,14,0.0005272076821690831
GO:0032549,ribonucleoside binding,binding,14,0.0005272076821690831
GO:0042578,phosphoric ester hydrolase activity,catalytic activity,14,0.0005272076821690831
GO:0003996,long-chain fatty acid-CoA ligase activity,catalytic activity,13,0.0004895499905855771
GO:0047100,glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity,catalytic activity,13,0.0004895499905855771
GO:0009011,starch synthase activity,catalytic activity,13,0.0004895499905855771
GO:0033201,"alpha-1,4-glucan synthase activity",catalytic activity,13,0.0004895499905855771
GO:0004467,long-chain fatty acid-CoA ligase activity,catalytic activity,13,0.0004895499905855771
GO:0052692,raffinose alpha-galactosidase activity,catalytic activity,13,0.0004895499905855771
GO:0035529,NADH pyrophosphatase activity,catalytic activity,13,0.0004895499905855771
GO:0015299,solute:proton antiporter activity,transporter activity,13,0.0004895499905855771
GO:0102391,decanoate-CoA ligase activity,catalytic activity,13,0.0004895499905855771
GO:0003872,6-phosphofructokinase activity,catalytic activity,13,0.0004895499905855771
GO:0003747,translation release factor activity,"binding,translation regulator activity",13,0.0004895499905855771
GO:0016208,AMP binding,binding,13,0.0004895499905855771
GO:0048256,flap endonuclease activity,catalytic activity,13,0.0004895499905855771
GO:0016706,2-oxoglutarate-dependent dioxygenase activity,catalytic activity,13,0.0004895499905855771
GO:0015026,coreceptor activity,"molecular transducer activity,signaling receptor activity",13,0.0004895499905855771
GO:0000822,inositol hexakisphosphate binding,binding,13,0.0004895499905855771
GO:0004089,carbonate dehydratase activity,catalytic activity,13,0.0004895499905855771
GO:0005089,guanyl-nucleotide exchange factor activity,molecular function regulator,13,0.0004895499905855771
GO:0008374,O-acyltransferase activity,catalytic activity,13,0.0004895499905855771
GO:0004332,fructose-bisphosphate aldolase activity,catalytic activity,13,0.0004895499905855771
GO:0009044,"xylan 1,4-beta-xylosidase activity",catalytic activity,13,0.0004895499905855771
GO:0008420,RNA polymerase II CTD heptapeptide repeat phosphatase activity,catalytic activity,13,0.0004895499905855771
GO:0030570,pectate lyase activity,catalytic activity,13,0.0004895499905855771
GO:0003950,NAD+ ADP-ribosyltransferase activity,catalytic activity,13,0.0004895499905855771
GO:0008253,5'-nucleotidase activity,catalytic activity,13,0.0004895499905855771
GO:0043139,5'-3' DNA helicase activity,catalytic activity,13,0.0004895499905855771
GO:0030371,translation repressor activity,translation regulator activity,13,0.0004895499905855771
GO:0035252,UDP-xylosyltransferase activity,catalytic activity,12,0.00045189229900207117
GO:0010328,auxin influx transmembrane transporter activity,transporter activity,12,0.00045189229900207117
GO:0008308,voltage-gated anion channel activity,transporter activity,12,0.00045189229900207117
GO:1990381,ubiquitin-specific protease binding,binding,12,0.00045189229900207117
GO:0097602,cullin family protein binding,binding,12,0.00045189229900207117
GO:0042132,"fructose 1,6-bisphosphate 1-phosphatase activity",catalytic activity,12,0.00045189229900207117
GO:0004372,glycine hydroxymethyltransferase activity,catalytic activity,12,0.00045189229900207117
GO:0016149,"translation release factor activity, codon specific","binding,translation regulator activity",12,0.00045189229900207117
GO:0004383,guanylate cyclase activity,catalytic activity,12,0.00045189229900207117
GO:0043295,glutathione binding,binding,12,0.00045189229900207117
GO:0046556,alpha-L-arabinofuranosidase activity,catalytic activity,12,0.00045189229900207117
GO:0003785,actin monomer binding,binding,12,0.00045189229900207117
GO:0070577,lysine-acetylated histone binding,binding,12,0.00045189229900207117
GO:0052793,pectin acetylesterase activity,catalytic activity,12,0.00045189229900207117
GO:0000156,phosphorelay response regulator activity,molecular transducer activity,12,0.00045189229900207117
GO:0072542,protein phosphatase activator activity,molecular function regulator,12,0.00045189229900207117
GO:0046527,glucosyltransferase activity,catalytic activity,12,0.00045189229900207117
GO:0002039,p53 binding,binding,12,0.00045189229900207117
GO:0032041,NAD-dependent histone deacetylase activity (H3-K14 specific),catalytic activity,12,0.00045189229900207117
GO:0030976,thiamine pyrophosphate binding,binding,12,0.00045189229900207117
GO:0004652,polynucleotide adenylyltransferase activity,catalytic activity,12,0.00045189229900207117
GO:0004623,phospholipase A2 activity,catalytic activity,11,0.00041423460741856524
GO:0009922,fatty acid elongase activity,catalytic activity,11,0.00041423460741856524
GO:0004617,phosphoglycerate dehydrogenase activity,catalytic activity,11,0.00041423460741856524
GO:0004540,ribonuclease activity,catalytic activity,11,0.00041423460741856524
GO:0000987,cis-regulatory region sequence-specific DNA binding,binding,11,0.00041423460741856524
GO:0015165,pyrimidine nucleotide-sugar transmembrane transporter activity,transporter activity,11,0.00041423460741856524
GO:0005201,extracellular matrix structural constituent,structural molecule activity,11,0.00041423460741856524
GO:0000210,NAD+ diphosphatase activity,catalytic activity,11,0.00041423460741856524
GO:0090729,toxin activity,none,11,0.00041423460741856524
GO:0008265,Mo-molybdopterin cofactor sulfurase activity,catalytic activity,11,0.00041423460741856524
GO:0030060,L-malate dehydrogenase activity,catalytic activity,11,0.00041423460741856524
GO:0047631,ADP-ribose diphosphatase activity,catalytic activity,11,0.00041423460741856524
GO:0008821,crossover junction endodeoxyribonuclease activity,catalytic activity,11,0.00041423460741856524
GO:0000030,mannosyltransferase activity,catalytic activity,11,0.00041423460741856524
GO:0016410,N-acyltransferase activity,catalytic activity,11,0.00041423460741856524
GO:0042500,"aspartic endopeptidase activity, intramembrane cleaving",catalytic activity,11,0.00041423460741856524
GO:0003910,DNA ligase (ATP) activity,catalytic activity,11,0.00041423460741856524
GO:0008092,cytoskeletal protein binding,binding,11,0.00041423460741856524
GO:0070034,telomerase RNA binding,binding,11,0.00041423460741856524
GO:0031210,phosphatidylcholine binding,binding,11,0.00041423460741856524
GO:0017046,peptide hormone binding,binding,11,0.00041423460741856524
GO:0042285,xylosyltransferase activity,catalytic activity,11,0.00041423460741856524
GO:0008569,"ATP-dependent microtubule motor activity, minus-end-directed",catalytic activity,11,0.00041423460741856524
GO:0046975,histone methyltransferase activity (H3-K36 specific),catalytic activity,11,0.00041423460741856524
GO:0004045,aminoacyl-tRNA hydrolase activity,catalytic activity,11,0.00041423460741856524
GO:0004930,G protein-coupled receptor activity,"molecular transducer activity,signaling receptor activity",11,0.00041423460741856524
GO:0030267,glyoxylate reductase (NADP+) activity,catalytic activity,11,0.00041423460741856524
GO:0005471,ATP:ADP antiporter activity,transporter activity,11,0.00041423460741856524
GO:0016462,pyrophosphatase activity,catalytic activity,11,0.00041423460741856524
GO:0043394,proteoglycan binding,binding,11,0.00041423460741856524
GO:0033926,glycopeptide alpha-N-acetylgalactosaminidase activity,catalytic activity,11,0.00041423460741856524
GO:1901981,phosphatidylinositol phosphate binding,binding,11,0.00041423460741856524
GO:0010011,auxin binding,binding,11,0.00041423460741856524
GO:0016407,acetyltransferase activity,catalytic activity,11,0.00041423460741856524
GO:0008453,alanine-glyoxylate transaminase activity,catalytic activity,11,0.00041423460741856524
GO:0004526,ribonuclease P activity,catalytic activity,11,0.00041423460741856524
GO:0008568,microtubule-severing ATPase activity,catalytic activity,11,0.00041423460741856524
