Taxon,Protein ID,Search Term,Phenolic Protein
laciniata-ICUS,TRINITY_DN14868_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
laciniata-ICUS,TRINITY_DN16265_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 3
laciniata-ICUS,TRINITY_DN17411_c0_g1_i9.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
laciniata-ICUS,TRINITY_DN17411_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
laciniata-ICUS,TRINITY_DN17411_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
laciniata-ICUS,TRINITY_DN17411_c0_g1_i3.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
laciniata-ICUS,TRINITY_DN17411_c0_g1_i8.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
laciniata-ICUS,TRINITY_DN17411_c0_g1_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
laciniata-ICUS,TRINITY_DN17411_c0_g1_i14.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
laciniata-ICUS,TRINITY_DN17411_c0_g1_i10.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
laciniata-ICUS,TRINITY_DN22448_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
laciniata-ICUS,TRINITY_DN25493_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
laciniata-ICUS,TRINITY_DN27884_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
longissima-OELA,TRINITY_DN211_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
longissima-OELA,TRINITY_DN211_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
longissima-OELA,TRINITY_DN301_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
longissima-OELA,TRINITY_DN301_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 1
longissima-OELA,TRINITY_DN428_c1_g1_i1.p1,Chalcone synthase,Chalcone synthase
longissima-OELA,TRINITY_DN544_c0_g5_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
longissima-OELA,TRINITY_DN544_c0_g6_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
longissima-OELA,TRINITY_DN645_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longissima-OELA,TRINITY_DN645_c0_g1_i8.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longissima-OELA,TRINITY_DN645_c0_g1_i4.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longissima-OELA,TRINITY_DN645_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longissima-OELA,TRINITY_DN645_c0_g1_i7.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longissima-OELA,TRINITY_DN645_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longissima-OELA,TRINITY_DN645_c0_g1_i5.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longissima-OELA,TRINITY_DN645_c0_g1_i6.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longissima-OELA,TRINITY_DN645_c2_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longissima-OELA,TRINITY_DN1452_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
longissima-OELA,TRINITY_DN1463_c1_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
longissima-OELA,TRINITY_DN2072_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longissima-OELA,TRINITY_DN2024_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
longissima-OELA,TRINITY_DN2678_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
longissima-OELA,TRINITY_DN3341_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
longissima-OELA,TRINITY_DN3341_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
longissima-OELA,TRINITY_DN3341_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
longissima-OELA,TRINITY_DN6268_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
longissima-OELA,TRINITY_DN12743_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
longissima-OELA,TRINITY_DN13906_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longissima-OELA,TRINITY_DN14208_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
longissima-OELA,TRINITY_DN15200_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
longissima-OELA,TRINITY_DN19556_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
longissima-OELA,TRINITY_DN19658_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase
longissima-OELA,TRINITY_DN20952_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
longissima-OELA,TRINITY_DN21381_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
longissima-OELA,TRINITY_DN29786_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
longissima-OELA,TRINITY_DN35338_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
longissima-OELA,TRINITY_DN35709_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longissima-OELA,TRINITY_DN37407_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
longissima-OELA,TRINITY_DN37642_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
longissima-OELA,TRINITY_DN38186_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
longissima-OELA,TRINITY_DN39291_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longissima-OELA,TRINITY_DN41372_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
longissima-OELA,TRINITY_DN45319_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longissima-OELA,TRINITY_DN46364_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longissima-OELA,TRINITY_DN48560_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longissima-OELA,TRINITY_DN48810_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
longissima-OELA,TRINITY_DN50408_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
longissima-OELA,TRINITY_DN51248_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
longissima-OELA,TRINITY_DN52018_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longituba-HPNZ,TRINITY_DN17_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
longituba-HPNZ,TRINITY_DN130_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
longituba-HPNZ,TRINITY_DN442_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
longituba-HPNZ,TRINITY_DN442_c0_g1_i3.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
longituba-HPNZ,TRINITY_DN442_c0_g3_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
longituba-HPNZ,TRINITY_DN593_c1_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
longituba-HPNZ,TRINITY_DN550_c0_g1_i10.p2,Chalcone synthase,Chalcone synthase 2
longituba-HPNZ,TRINITY_DN550_c0_g1_i10.p1,Chalcone synthase,Chalcone synthase 2
longituba-HPNZ,TRINITY_DN550_c0_g1_i12.p1,Chalcone synthase,Chalcone synthase 2
longituba-HPNZ,TRINITY_DN550_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase 2
longituba-HPNZ,TRINITY_DN550_c0_g1_i5.p1,Chalcone synthase,Chalcone synthase 2
longituba-HPNZ,TRINITY_DN550_c0_g1_i11.p1,Chalcone synthase,Chalcone synthase 2
longituba-HPNZ,TRINITY_DN521_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
longituba-HPNZ,TRINITY_DN617_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longituba-HPNZ,TRINITY_DN617_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longituba-HPNZ,TRINITY_DN617_c0_g1_i11.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longituba-HPNZ,TRINITY_DN617_c0_g1_i19.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longituba-HPNZ,TRINITY_DN617_c0_g1_i9.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longituba-HPNZ,TRINITY_DN617_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longituba-HPNZ,TRINITY_DN1389_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
longituba-HPNZ,TRINITY_DN1389_c0_g2_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
longituba-HPNZ,TRINITY_DN2002_c2_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
longituba-HPNZ,TRINITY_DN2682_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longituba-HPNZ,TRINITY_DN2656_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
longituba-HPNZ,TRINITY_DN2656_c0_g3_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
longituba-HPNZ,TRINITY_DN4167_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
longituba-HPNZ,TRINITY_DN4167_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
longituba-HPNZ,TRINITY_DN4343_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
longituba-HPNZ,TRINITY_DN4343_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
longituba-HPNZ,TRINITY_DN6093_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
longituba-HPNZ,TRINITY_DN6130_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 3
longituba-HPNZ,TRINITY_DN6130_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
longituba-HPNZ,TRINITY_DN6130_c1_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longituba-HPNZ,TRINITY_DN6130_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 3
longituba-HPNZ,TRINITY_DN6130_c1_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
longituba-HPNZ,TRINITY_DN6810_c1_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
longituba-HPNZ,TRINITY_DN13498_c2_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
longituba-HPNZ,TRINITY_DN14494_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
longituba-HPNZ,TRINITY_DN15957_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
longituba-HPNZ,TRINITY_DN15957_c0_g2_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
longituba-HPNZ,TRINITY_DN21070_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
longituba-HPNZ,TRINITY_DN25518_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
longituba-HPNZ,TRINITY_DN25722_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
longituba-HPNZ,TRINITY_DN28028_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
longituba-HPNZ,TRINITY_DN28230_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
longituba-HPNZ,TRINITY_DN29191_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
nana-CJGZ,TRINITY_DN248_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
nana-CJGZ,TRINITY_DN248_c0_g1_i5.p1,Chalcone synthase,Chalcone synthase 1
nana-CJGZ,TRINITY_DN248_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
nana-CJGZ,TRINITY_DN335_c0_g3_i3.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
nana-CJGZ,TRINITY_DN335_c0_g3_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
nana-CJGZ,TRINITY_DN335_c0_g3_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
nana-CJGZ,TRINITY_DN646_c0_g3_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 3
nana-CJGZ,TRINITY_DN1086_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
nana-CJGZ,TRINITY_DN1086_c0_g2_i1.p1,4-coumarate--CoA ligase,Probable 4-coumarate--CoA ligase 2
nana-CJGZ,TRINITY_DN1458_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nana-CJGZ,TRINITY_DN1779_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
nana-CJGZ,TRINITY_DN1779_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
nana-CJGZ,TRINITY_DN1779_c0_g3_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
nana-CJGZ,TRINITY_DN2129_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN2129_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN3543_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
nana-CJGZ,TRINITY_DN3543_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
nana-CJGZ,TRINITY_DN3543_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
nana-CJGZ,TRINITY_DN3543_c0_g2_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
nana-CJGZ,TRINITY_DN5010_c0_g1_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
nana-CJGZ,TRINITY_DN5010_c0_g1_i4.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
nana-CJGZ,TRINITY_DN5330_c2_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
nana-CJGZ,TRINITY_DN5330_c2_g3_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
nana-CJGZ,TRINITY_DN5707_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
nana-CJGZ,TRINITY_DN6553_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 3
nana-CJGZ,TRINITY_DN6553_c0_g1_i6.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
nana-CJGZ,TRINITY_DN6553_c0_g1_i5.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
nana-CJGZ,TRINITY_DN6553_c0_g1_i4.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
nana-CJGZ,TRINITY_DN6553_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
nana-CJGZ,TRINITY_DN6553_c0_g2_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
nana-CJGZ,TRINITY_DN6858_c0_g1_i7.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN6858_c0_g1_i9.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN6858_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN6858_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN6858_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN6858_c0_g1_i6.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
nana-CJGZ,TRINITY_DN6858_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN11298_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
nana-CJGZ,TRINITY_DN11298_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nana-CJGZ,TRINITY_DN11828_c0_g2_i2.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
nana-CJGZ,TRINITY_DN12075_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
nana-CJGZ,TRINITY_DN12663_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
nana-CJGZ,TRINITY_DN13251_c1_g5_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
nana-CJGZ,TRINITY_DN15153_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nana-CJGZ,TRINITY_DN15287_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
nana-CJGZ,TRINITY_DN15839_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
nana-CJGZ,TRINITY_DN17544_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
nana-CJGZ,TRINITY_DN17544_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
nana-CJGZ,TRINITY_DN18164_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
nana-CJGZ,TRINITY_DN19742_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
nana-CJGZ,TRINITY_DN22087_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nana-CJGZ,TRINITY_DN23729_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
nana-CJGZ,TRINITY_DN26832_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
nana-CJGZ,TRINITY_DN28758_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nana-CJGZ,TRINITY_DN30516_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
nutans-OENU,TRINITY_DN1314_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nutans-OENU,TRINITY_DN2511_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
nutans-OENU,TRINITY_DN2656_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
nutans-OENU,TRINITY_DN2881_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
nutans-OENU,TRINITY_DN2881_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
nutans-OENU,TRINITY_DN2881_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
nutans-OENU,TRINITY_DN2843_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
nutans-OENU,TRINITY_DN3202_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
nutans-OENU,TRINITY_DN4591_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
nutans-OENU,TRINITY_DN4563_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
nutans-OENU,TRINITY_DN4563_c0_g1_i3.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
nutans-OENU,TRINITY_DN5049_c1_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
nutans-OENU,TRINITY_DN6431_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
nutans-OENU,TRINITY_DN6431_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
nutans-OENU,TRINITY_DN6507_c0_g1_i3.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nutans-OENU,TRINITY_DN6507_c0_g1_i3.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nutans-OENU,TRINITY_DN6507_c0_g1_i2.p3,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nutans-OENU,TRINITY_DN6507_c0_g1_i2.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nutans-OENU,TRINITY_DN6507_c0_g1_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nutans-OENU,TRINITY_DN7438_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
nutans-OENU,TRINITY_DN7438_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 1
nutans-OENU,TRINITY_DN7438_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
nutans-OENU,TRINITY_DN9145_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nutans-OENU,TRINITY_DN9870_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
nutans-OENU,TRINITY_DN10753_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
nutans-OENU,TRINITY_DN11444_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase
nutans-OENU,TRINITY_DN15592_c0_g1_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
nutans-OENU,TRINITY_DN17237_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
nutans-OENU,TRINITY_DN17842_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
nutans-OENU,TRINITY_DN19674_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
nutans-OENU,TRINITY_DN23178_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
nutans-OENU,TRINITY_DN23178_c0_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
nutans-OENU,TRINITY_DN23468_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
nutans-OENU,TRINITY_DN25635_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
nutans-OENU,TRINITY_DN25986_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nutans-OENU,TRINITY_DN27560_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
nutans-OENU,TRINITY_DN28035_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
nutans-OENU,TRINITY_DN45517_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
nutans-OENU,TRINITY_DN46446_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
nutans-OENU,TRINITY_DN46637_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
nutans-OENU,TRINITY_DN48353_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
nutans-OENU,TRINITY_DN48702_c0_g1_i1.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
oakesiana-OEOA,TRINITY_DN845_c1_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
oakesiana-OEOA,TRINITY_DN1442_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
oakesiana-OEOA,TRINITY_DN2669_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
oakesiana-OEOA,TRINITY_DN2669_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
